t,Zr,X1,X2
"0,05","0,019948975","0,018060516","0,018965295"
"0,051","0,019948975","0,01811567","0,019067573"
"0,052","0,019948975","0,018170825","0,019169851"
"0,053","0,019948975","0,018211684","0,019267259"
"0,054","0,019948975","0,018261968","0,019364667"
"0,055","0,019948975","0,018317122","0,019466945"
"0,056","0,019948975","0,018381701","0,019569223"
"0,057","0,019948975","0,018431985","0,019666631"
"0,058","0,019948975","0,018491694","0,019764039"
"0,059","0,019948975","0,018551402","0,019861446"
"0,06","0,019948975","0,018596816","0,019953984"
"0,061","0,019948975","0,018651654","0,020046521"
"0,062","0,019948975","0,018720787","0,020143929"
"0,063","0,019948975","0,018775626","0,020236466"
"0,064","0,019948975","0,018835334","0,020333874"
"0,065","0,019948975","0,018899597","0,020426411"
"0,066","0,019948975","0,018954436","0,020518949"
"0,067","0,019948975","0,019018699","0,020611486"
"0,068","0,019948975","0,019078091","0,020699153"
"0,069","0,019948975","0,019137484","0,02078682"
"0,07","0,019948975","0,019201747","0,020879358"
"0,071","0,019948975","0,01926114","0,020967025"
"0,072","0,019948975","0,019315662","0,021049821"
"0,073","0,019948975","0,019370184","0,021132618"
"0,074","0,019948975","0,019424707","0,021215414"
"0,075","0,019948975","0,019493524","0,021303081"
"0,076","0,019948975","0,019548046","0,021385878"
"0,077","0,019948975","0,019607439","0,021473545"
"0,078","0,019948975","0,019671386","0,021556342"
"0,079","0,019948975","0,019721038","0,021634268"
"0,08","0,019948975","0,019780115","0,021712194"
"0,081","0,019948975","0,019834321","0,02178525"
"0,082","0,019948975","0,019879102","0,021858306"
"0,083","0,019948975","0,019933309","0,021931362"
"0,084","0,019948975","0,01997809","0,022004418"
"0,085","0,019948975","0,020032297","0,022077473"
"0,086","0,019948975","0,020072208","0,022145659"
"0,087","0,019948975","0,020126414","0,022218715"
"0,088","0,019948975","0,020166325","0,0222869"
"0,089","0,019948975","0,020215661","0,022355086"
"0,09","0,019948975","0,020250702","0,022418401"
"0,091","0,019948975","0,020285742","0,022481716"
"0,092","0,019948975","0,020315913","0,02254016"
"0,093","0,019948975","0,020355508","0,022598605"
"0,094","0,019948975","0,020385678","0,02265705"
"0,095","0,019948975","0,020410978","0,022710624"
"0,096","0,019948975","0,020431724","0,022769069"
"0,097","0,019948975","0,020457024","0,022822643"
"0,098","0,019948975","0,020487194","0,022881088"
"0,099","0,019948975","0,020503069","0,022934662"
"0,1","0,019948975","0,020523499","0,022983366"
"0,101","0,019948975","0,020529633","0,023027199"
"0,102","0,019948975","0,020545192","0,023071033"
"0,103","0,019948975","0,020551327","0,023114866"
"0,104","0,019948975","0,020557461","0,0231587"
"0,105","0,019948975","0,02057302","0,023202533"
"0,106","0,019948975","0,020579155","0,023246367"
"0,107","0,019948975","0,020580419","0,02328533"
"0,108","0,019948975","0,020581683","0,023324293"
"0,109","0,019948975","0,020582947","0,023363256"
"0,11","0,019948975","0,02057934","0,023397349"
"0,111","0,019948975","0,020575734","0,023431441"
"0,112","0,019948975","0,020557832","0,023460664"
"0,113","0,019948975","0,020549355","0,023489886"
"0,114","0,019948975","0,020540879","0,023519108"
"0,115","0,019948975","0,020532402","0,023548331"
"0,116","0,019948975","0,020519055","0,023572683"
"0,117","0,019948975","0,020510578","0,023601905"
"0,118","0,019948975","0,020497231","0,023626257"
"0,119","0,019948975","0,020479013","0,023645739"
"0,12","0,019948975","0,020460796","0,02366522"
"0,121","0,019948975","0,020442578","0,023684702"
"0,122","0,019948975","0,020424361","0,023704183"
"0,123","0,019948975","0,020401273","0,023718794"
"0,124","0,019948975","0,020378185","0,023733406"
"0,125","0,019948975","0,020355097","0,023748017"
"0,126","0,019948975","0,020327138","0,023757758"
"0,127","0,019948975","0,020308605","0,023767498"
"0,128","0,019948975","0,020280646","0,023777239"
"0,129","0,019948975","0,020257243","0,023782109"
"0,13","0,019948975","0,020224414","0,02378698"
"0,131","0,019948975","0,02020101","0,02379185"
"0,132","0,019948975","0,020172736","0,02379185"
"0,133","0,019948975","0,020144461","0,02379185"
"0,134","0,019948975","0,020116187","0,02379185"
"0,135","0,019948975","0,020083042","0,02378698"
"0,136","0,019948975","0,020059322","0,023782109"
"0,137","0,019948975","0,020026177","0,023777239"
"0,138","0,019948975","0,019997587","0,023767498"
"0,139","0,019948975","0,019968997","0,023757758"
"0,14","0,019948975","0,019935536","0,023743146"
"0,141","0,019948975","0,019906946","0,023733406"
"0,142","0,019948975","0,01988291","0,023718794"
"0,143","0,019948975","0,019854003","0,023699313"
"0,144","0,019948975","0,019829968","0,023684702"
"0,145","0,019948975","0,019801061","0,02366522"
"0,146","0,019948975","0,019767284","0,023640868"
"0,147","0,019948975","0,019742933","0,023616516"
"0,148","0,019948975","0,019714026","0,023597035"
"0,149","0,019948975","0,019684804","0,023567812"
"0,15","0,019948975","0,019669877","0,02354346"
"0,151","0,019948975","0,019640654","0,023514238"
"0,152","0,019948975","0,019620857","0,023485016"
"0,153","0,019948975","0,019596189","0,023450923"
"0,154","0,019948975","0,019576391","0,023421701"
"0,155","0,019948975","0,019551723","0,023387608"
"0,156","0,019948975","0,01953648","0,023353515"
"0,157","0,019948975","0,019511812","0,023319423"
"0,158","0,019948975","0,019496569","0,02328533"
"0,159","0,019948975","0,01948588","0,023246367"
"0,16","0,019948975","0,019465767","0,023207404"
"0,161","0,019948975","0,019455078","0,02316844"
"0,162","0,019948975","0,019434964","0,023129477"
"0,163","0,019948975","0,01942883","0,023085644"
"0,164","0,019948975","0,019413271","0,02304181"
"0,165","0,019948975","0,019397712","0,022997977"
"0,166","0,019948975","0,019391577","0,022954143"
"0,167","0,019948975","0,019380573","0,022905439"
"0,168","0,019948975","0,019369568","0,022856736"
"0,169","0,019948975","0,019358563","0,022808032"
"0,17","0,019948975","0,019347558","0,022759328"
"0,171","0,019948975","0,019341108","0,022705754"
"0,172","0,019948975","0,019325233","0,022652179"
"0,173","0,019948975","0,019318782","0,022598605"
"0,174","0,019948975","0,019312332","0,022545031"
"0,175","0,019948975","0,019305881","0,022491456"
"0,176","0,019948975","0,019303985","0,022433012"
"0,177","0,019948975","0,019302089","0,022374567"
"0,178","0,019948975","0,019290769","0,022316122"
"0,179","0,019948975","0,019284002","0,022252807"
"0,18","0,019948975","0,019277236","0,022189492"
"0,181","0,019948975","0,01927534","0,022131048"
"0,182","0,019948975","0,019268574","0,022067733"
"0,183","0,019948975","0,019261807","0,022004418"
"0,184","0,019948975","0,019259595","0,021936232"
"0,185","0,019948975","0,019252829","0,021872917"
"0,186","0,019948975","0,019250617","0,021804732"
"0,187","0,019948975","0,019248405","0,021736546"
"0,188","0,019948975","0,019246193","0,021668361"
"0,189","0,019948975","0,019243981","0,021600175"
"0,19","0,019948975","0,019241769","0,02153199"
"0,191","0,019948975","0,019234686","0,021458934"
"0,192","0,019948975","0,019227604","0,021385878"
"0,193","0,019948975","0,019234817","0,021317693"
"0,194","0,019948975","0,019227734","0,021244637"
"0,195","0,019948975","0,019220652","0,021171581"
"0,196","0,019948975","0,019222994","0,021098525"
"0,197","0,019948975","0,019215912","0,021025469"
"0,198","0,019948975","0,019218254","0,020952413"
"0,199","0,019948975","0,019206302","0,020874487"
"0,2","0,019948975","0,019199219","0,020801431"
"0,201","0,019948975","0,019201562","0,020728376"
"0,202","0,019948975","0,019194479","0,02065532"
"0,203","0,019948975","0,019191951","0,020577394"
"0,204","0,019948975","0,019184869","0,020504338"
"0,205","0,019948975","0,019182341","0,020426411"
"0,206","0,019948975","0,019170388","0,020348485"
"0,207","0,019948975","0,019158435","0,020270559"
"0,208","0,019948975","0,019155907","0,020192633"
"0,209","0,019948975","0,019143954","0,020114707"
"0,21","0,019948975","0,019132002","0,02003678"
"0,211","0,019948975","0,019124919","0,019963725"
"0,212","0,019948975","0,019112967","0,019885798"
"0,213","0,019948975","0,019101014","0,019807872"
"0,214","0,019948975","0,019089061","0,019729946"
"0,215","0,019948975","0,019072238","0,019647149"
"0,216","0,019948975","0,019060285","0,019569223"
"0,217","0,019948975","0,019048332","0,019491297"
"0,218","0,019948975","0,019026955","0,019413371"
"0,219","0,019948975","0,019015002","0,019335444"
"0,22","0,019948975","0,018993624","0,019257518"
"0,221","0,019948975","0,018981672","0,019179592"
"0,222","0,019948975","0,018955424","0,019096795"
"0,223","0,019948975","0,018934046","0,019018869"
"0,224","0,019948975","0,018912668","0,018940943"
"0,225","0,019948975","0,018891291","0,018863017"
"0,226","0,019948975","0,018874784","0,018789961"
"0,227","0,019948975","0,018853406","0,018712035"
"0,228","0,019948975","0,018817733","0,018629238"
"0,229","0,019948975","0,018796356","0,018551312"
"0,23","0,019948975","0,018760683","0,018468515"
"0,231","0,019948975","0,018729881","0,018390589"
"0,232","0,019948975","0,018699079","0,018312663"
"0,233","0,019948975","0,018668276","0,018234736"
"0,234","0,019948975","0,018637474","0,01815681"
"0,235","0,019948975","0,018611542","0,018083754"
"0,236","0,019948975","0,018571315","0,018005828"
"0,237","0,019948975","0,018545383","0,017932772"
"0,238","0,019948975","0,018505156","0,017854846"
"0,239","0,019948975","0,018469799","0,01778179"
"0,24","0,019948975","0,018434442","0,017708734"
"0,241","0,019948975","0,018399086","0,017635679"
"0,242","0,019948975","0,018358858","0,017557752"
"0,243","0,019948975","0,018323502","0,017484697"
"0,244","0,019948975","0,018288145","0,017411641"
"0,245","0,019948975","0,018252788","0,017338585"
"0,246","0,019948975","0,018212877","0,017270399"
"0,247","0,019948975","0,018172966","0,017202214"
"0,248","0,019948975","0,018133055","0,017134029"
"0,249","0,019948975","0,018093144","0,017065843"
"0,25","0,019948975","0,018053233","0,016997658"
"0,251","0,019948975","0,018013322","0,016929472"
"0,252","0,019948975","0,017973411","0,016861287"
"0,253","0,019948975","0,017933499","0,016793101"
"0,254","0,019948975","0,017898459","0,016729786"
"0,255","0,019948975","0,017853993","0,016666471"
"0,256","0,019948975","0,017818952","0,016603156"
"0,257","0,019948975","0,017774487","0,016539841"
"0,258","0,019948975","0,017734892","0,016481396"
"0,259","0,019948975","0,017695297","0,016422952"
"0,26","0,019948975","0,017669997","0,016369377"
"0,261","0,019948975","0,017630402","0,016310933"
"0,262","0,019948975","0,017590807","0,016252488"
"0,263","0,019948975","0,017556082","0,016198914"
"0,264","0,019948975","0,017516487","0,016140469"
"0,265","0,019948975","0,017472337","0,016086895"
"0,266","0,019948975","0,017442483","0,016038191"
"0,267","0,019948975","0,017412629","0,015989487"
"0,268","0,019948975","0,017377904","0,015935913"
"0,269","0,019948975","0,017333754","0,015882339"
"0,27","0,019948975","0,0173039","0,015833635"
"0,271","0,019948975","0,017264621","0,015784931"
"0,272","0,019948975","0,017239637","0,015741097"
"0,273","0,019948975","0,017205228","0,015697264"
"0,274","0,019948975","0,017180244","0,01565343"
"0,275","0,019948975","0,01715526","0,015609597"
"0,276","0,019948975","0,017120852","0,015565763"
"0,277","0,019948975","0,017090997","0,015517059"
"0,278","0,019948975","0,017070884","0,015478096"
"0,279","0,019948975","0,017041345","0,015439133"
"0,28","0,019948975","0,017021232","0,01540017"
"0,281","0,019948975","0,016991693","0,015361207"
"0,282","0,019948975","0,01697645","0,015327114"
"0,283","0,019948975","0,016956653","0,015297892"
"0,284","0,019948975","0,01694141","0,015263799"
"0,285","0,019948975","0,016931037","0,015234577"
"0,286","0,019948975","0,016911239","0,015205354"
"0,287","0,019948975","0,016900866","0,015176132"
"0,288","0,019948975","0,016881069","0,01514691"
"0,289","0,019948975","0,016870696","0,015117687"
"0,29","0,019948975","0,016865194","0,015093336"
"0,291","0,019948975","0,016850267","0,015068984"
"0,292","0,019948975","0,016854505","0,015054372"
"0,293","0,019948975","0,016853873","0,015034891"
"0,294","0,019948975","0,016848687","0,01502028"
"0,295","0,019948975","0,016848055","0,015000798"
"0,296","0,019948975","0,016842868","0,014986187"
"0,297","0,019948975","0,016847107","0,014971576"
"0,298","0,019948975","0,01684192","0,014956965"
"0,299","0,019948975","0,016851029","0,014947224"
"0,3","0,019948975","0,016860138","0,014937483"
"0,301","0,019948975","0,016864692","0,014932613"
"0,302","0,019948975","0,016869247","0,014927742"
"0,303","0,019948975","0,016883226","0,014922872"
"0,304","0,019948975","0,01689265","0,014922872"
"0,305","0,019948975","0,016897205","0,014918002"
"0,306","0,019948975","0,016916054","0,014918002"
"0,307","0,019948975","0,016925479","0,014918002"
"0,308","0,019948975","0,016934904","0,014918002"
"0,309","0,019948975","0,016944329","0,014918002"
"0,31","0,019948975","0,016958624","0,014922872"
"0,311","0,019948975","0,016972919","0,014927742"
"0,312","0,019948975","0,016982344","0,014927742"
"0,313","0,019948975","0,016996639","0,014932613"
"0,314","0,019948975","0,017010934","0,014937483"
"0,315","0,019948975","0,017025229","0,014942353"
"0,316","0,019948975","0,017039525","0,014947224"
"0,317","0,019948975","0,017048949","0,014947224"
"0,318","0,019948975","0,017063244","0,014952094"
"0,319","0,019948975","0,01707754","0,014956965"
"0,32","0,019948975","0,017096705","0,014966705"
"0,321","0,019948975","0,017101576","0,014971576"
"0,322","0,019948975","0,017115871","0,014976446"
"0,323","0,019948975","0,017130166","0,014981317"
"0,324","0,019948975","0,017149331","0,014991057"
"0,325","0,019948975","0,017159072","0,015000798"
"0,326","0,019948975","0,017173367","0,015005669"
"0,327","0,019948975","0,017183108","0,015015409"
"0,328","0,019948975","0,017202274","0,01502515"
"0,329","0,019948975","0,017216885","0,015039761"
"0,33","0,019948975","0,017236051","0,015049502"
"0,331","0,019948975","0,017250662","0,015064113"
"0,332","0,019948975","0,017260402","0,015073854"
"0,333","0,019948975","0,017284438","0,015088465"
"0,334","0,019948975","0,01729905","0,015103076"
"0,335","0,019948975","0,017313661","0,015117687"
"0,336","0,019948975","0,017333142","0,015137169"
"0,337","0,019948975","0,017347753","0,01515178"
"0,338","0,019948975","0,017367235","0,015171262"
"0,339","0,019948975","0,017381846","0,015185873"
"0,34","0,019948975","0,017401328","0,015205354"
"0,341","0,019948975","0,017406514","0,015219966"
"0,342","0,019948975","0,017425996","0,015239447"
"0,343","0,019948975","0,017445477","0,015258929"
"0,344","0,019948975","0,017450664","0,01527354"
"0,345","0,019948975","0,017470145","0,015293021"
"0,346","0,019948975","0,017480202","0,015312503"
"0,347","0,019948975","0,017499684","0,015331985"
"0,348","0,019948975","0,01750974","0,015351466"
"0,349","0,019948975","0,017529222","0,015370948"
"0,35","0,019948975","0,017544149","0,0153953"
"0,351","0,019948975","0,017563631","0,015414781"
"0,352","0,019948975","0,017573687","0,015434263"
"0,353","0,019948975","0,017578874","0,015448874"
"0,354","0,019948975","0,017588931","0,015468355"
"0,355","0,019948975","0,017608412","0,015487837"
"0,356","0,019948975","0,017618469","0,015507319"
"0,357","0,019948975","0,017628526","0,0155268"
"0,358","0,019948975","0,017638582","0,015546282"
"0,359","0,019948975","0,017648639","0,015565763"
"0,36","0,019948975","0,017658696","0,015585245"
"0,361","0,019948975","0,017663882","0,015599856"
"0,362","0,019948975","0,017673939","0,015619338"
"0,363","0,019948975","0,017683996","0,015638819"
"0,364","0,019948975","0,017689182","0,01565343"
"0,365","0,019948975","0,017699239","0,015672912"
"0,366","0,019948975","0,017699871","0,015692393"
"0,367","0,019948975","0,017709928","0,015711875"
"0,368","0,019948975","0,017719985","0,015731356"
"0,369","0,019948975","0,017730041","0,015750838"
"0,37","0,019948975","0,017730673","0,01577032"
"0,371","0,019948975","0,01774073","0,015789801"
"0,372","0,019948975","0,017741362","0,015809283"
"0,373","0,019948975","0,017756289","0,015833635"
"0,374","0,019948975","0,017756921","0,015853116"
"0,375","0,019948975","0,017766978","0,015872598"
"0,376","0,019948975","0,017772481","0,01589695"
"0,377","0,019948975","0,017782537","0,015916431"
"0,378","0,019948975","0,01778804","0,015940783"
"0,379","0,019948975","0,017788672","0,015960265"
"0,38","0,019948975","0,017794174","0,015984617"
"0,381","0,019948975","0,017809101","0,016008969"
"0,382","0,019948975","0,017814604","0,016033321"
"0,383","0,019948975","0,017820106","0,016057673"
"0,384","0,019948975","0,017830479","0,016086895"
"0,385","0,019948975","0,017835981","0,016111247"
"0,386","0,019948975","0,017846354","0,016140469"
"0,387","0,019948975","0,017851856","0,016164821"
"0,388","0,019948975","0,017857359","0,016189173"
"0,389","0,019948975","0,017862861","0,016213525"
"0,39","0,019948975","0,017858939","0,016237877"
"0,391","0,019948975","0,017869312","0,016267099"
"0,392","0,019948975","0,017874814","0,016291451"
"0,393","0,019948975","0,017885187","0,016320674"
"0,394","0,019948975","0,017895559","0,016349896"
"0,395","0,019948975","0,017891637","0,016374248"
"0,396","0,019948975","0,017897139","0,0163986"
"0,397","0,019948975","0,017898087","0,016427822"
"0,398","0,019948975","0,01790359","0,016452174"
"0,399","0,019948975","0,017899667","0,016476526"
"0,4","0,019948975","0,01790517","0,016500878"
"0,401","0,019948975","0,017901247","0,01652523"
"0,402","0,019948975","0,01790675","0,016549582"
"0,403","0,019948975","0,017902827","0,016573934"
"0,404","0,019948975","0,01790833","0,016598286"
"0,405","0,019948975","0,017904407","0,016622638"
"0,406","0,019948975","0,01790991","0,01664699"
"0,407","0,019948975","0,017905987","0,016671342"
"0,408","0,019948975","0,017902065","0,016695693"
"0,409","0,019948975","0,017907567","0,016720045"
"0,41","0,019948975","0,017903645","0,016744397"
"0,411","0,019948975","0,017899723","0,016768749"
"0,412","0,019948975","0,017905225","0,016793101"
"0,413","0,019948975","0,017901303","0,016817453"
"0,414","0,019948975","0,017906805","0,016841805"
"0,415","0,019948975","0,017902883","0,016866157"
"0,416","0,019948975","0,017908385","0,016890509"
"0,417","0,019948975","0,017904463","0,016914861"
"0,418","0,019948975","0,01790054","0,016939213"
"0,419","0,019948975","0,017910913","0,016968435"
"0,42","0,019948975","0,017906991","0,016992787"
"0,421","0,019948975","0,017917363","0,01702201"
"0,422","0,019948975","0,017922866","0,017046362"
"0,423","0,019948975","0,017918943","0,017070713"
"0,424","0,019948975","0,017924446","0,017095065"
"0,425","0,019948975","0,017920523","0,017119417"
"0,426","0,019948975","0,017930896","0,01714864"
"0,427","0,019948975","0,017941269","0,017177862"
"0,428","0,019948975","0,017951642","0,017207084"
"0,429","0,019948975","0,017962015","0,017236307"
"0,43","0,019948975","0,017958092","0,017260659"
"0,431","0,019948975","0,017968465","0,017289881"
"0,432","0,019948975","0,017973967","0,017314233"
"0,433","0,019948975","0,01798434","0,017343455"
"0,434","0,019948975","0,017989843","0,017367807"
"0,435","0,019948975","0,01800477","0,017392159"
"0,436","0,019948975","0,018015142","0,017421381"
"0,437","0,019948975","0,018020645","0,017445733"
"0,438","0,019948975","0,018031018","0,017474956"
"0,439","0,019948975","0,01803652","0,017499308"
"0,44","0,019948975","0,018056318","0,01752853"
"0,441","0,019948975","0,01806182","0,017552882"
"0,442","0,019948975","0,018076747","0,017577234"
"0,443","0,019948975","0,01808225","0,017601586"
"0,444","0,019948975","0,018097177","0,017625938"
"0,445","0,019948975","0,018102679","0,01765029"
"0,446","0,019948975","0,018112736","0,017669771"
"0,447","0,019948975","0,018127663","0,017694123"
"0,448","0,019948975","0,018133165","0,017718475"
"0,449","0,019948975","0,018143222","0,017737957"
"0,45","0,019948975","0,018158149","0,017762309"
"0,451","0,019948975","0,018168206","0,01778179"
"0,452","0,019948975","0,018173709","0,017806142"
"0,453","0,019948975","0,018183765","0,017825624"
"0,454","0,019948975","0,018193822","0,017845105"
"0,455","0,019948975","0,018203879","0,017864587"
"0,456","0,019948975","0,018209065","0,017879198"
"0,457","0,019948975","0,018228547","0,01789868"
"0,458","0,019948975","0,018238604","0,017918161"
"0,459","0,019948975","0,01824866","0,017937643"
"0,46","0,019948975","0,018258717","0,017957124"
"0,461","0,019948975","0,018268774","0,017976606"
"0,462","0,019948975","0,018278831","0,017996087"
"0,463","0,019948975","0,018293442","0,018010699"
"0,464","0,019948975","0,018303499","0,01803018"
"0,465","0,019948975","0,01831811","0,018044791"
"0,466","0,019948975","0,018328167","0,018064273"
"0,467","0,019948975","0,018338223","0,018083754"
"0,468","0,019948975","0,018352835","0,018098366"
"0,469","0,019948975","0,018362891","0,018117847"
"0,47","0,019948975","0,018377502","0,018132458"
"0,471","0,019948975","0,018387559","0,01815194"
"0,472","0,019948975","0,018392746","0,018166551"
"0,473","0,019948975","0,018407357","0,018181162"
"0,474","0,019948975","0,018417414","0,018200644"
"0,475","0,019948975","0,018432025","0,018215255"
"0,476","0,019948975","0,018437211","0,018229866"
"0,477","0,019948975","0,018447268","0,018249348"
"0,478","0,019948975","0,018452454","0,018263959"
"0,479","0,019948975","0,018467065","0,01827857"
"0,48","0,019948975","0,018472252","0,018293181"
"0,481","0,019948975","0,018477438","0,018307792"
"0,482","0,019948975","0,018492049","0,018322403"
"0,483","0,019948975","0,018497236","0,018337015"
"0,484","0,019948975","0,018511847","0,018351626"
"0,485","0,019948975","0,018517033","0,018366237"
"0,486","0,019948975","0,018517349","0,018375978"
"0,487","0,019948975","0,018531961","0,018390589"
"0,488","0,019948975","0,018532277","0,01840033"
"0,489","0,019948975","0,018537463","0,018414941"
"0,49","0,019948975","0,018547204","0,018424682"
"0,491","0,019948975","0,01854752","0,018434422"
"0,492","0,019948975","0,018547836","0,018444163"
"0,493","0,019948975","0,018557576","0,018453904"
"0,494","0,019948975","0,018557892","0,018463645"
"0,495","0,019948975","0,018558208","0,018473385"
"0,496","0,019948975","0,018563079","0,018478256"
"0,497","0,019948975","0,018563395","0,018487997"
"0,498","0,019948975","0,018563711","0,018497737"
"0,499","0,019948975","0,018559156","0,018502608"
"0,5","0,019948975","0,018564027","0,018507478"
"0,501","0,019948975","0,018564343","0,018517219"
"0,502","0,019948975","0,018559788","0,018522089"
"0,503","0,019948975","0,018564659","0,01852696"
"0,504","0,019948975","0,018560104","0,01853183"
"0,505","0,019948975","0,01855555","0,018536701"
"0,506","0,019948975","0,01856042","0,018541571"
"0,507","0,019948975","0,018555866","0,018546441"
"0,508","0,019948975","0,018560736","0,018551312"
"0,509","0,019948975","0,018551312","0,018551312"
"0,51","0,019948975","0,018556182","0,018556182"
"0,511","0,019948975","0,018551628","0,018561052"
"0,512","0,019948975","0,018551628","0,018561052"
"0,513","0,019948975","0,018547073","0,018565923"
"0,514","0,019948975","0,018551944","0,018570793"
"0,515","0,019948975","0,018542519","0,018570793"
"0,516","0,019948975","0,018547389","0,018575664"
"0,517","0,019948975","0,018547389","0,018575664"
"0,518","0,019948975","0,018537965","0,018575664"
"0,519","0,019948975","0,018542835","0,018580534"
"0,52","0,019948975","0,018542835","0,018580534"
"0,521","0,019948975","0,018542835","0,018580534"
"0,522","0,019948975","0,018542835","0,018580534"
"0,523","0,019948975","0,018547705","0,018585404"
"0,524","0,019948975","0,018547705","0,018585404"
"0,525","0,019948975","0,018547705","0,018585404"
"0,526","0,019948975","0,018547705","0,018585404"
"0,527","0,019948975","0,018542835","0,018580534"
"0,528","0,019948975","0,018542835","0,018580534"
"0,529","0,019948975","0,018542835","0,018580534"
"0,53","0,019948975","0,018542835","0,018580534"
"0,531","0,019948975","0,018542835","0,018580534"
"0,532","0,019948975","0,018537965","0,018575664"
"0,533","0,019948975","0,018537965","0,018575664"
"0,534","0,019948975","0,018537965","0,018575664"
"0,535","0,019948975","0,018533094","0,018570793"
"0,536","0,019948975","0,018533094","0,018570793"
"0,537","0,019948975","0,018528224","0,018565923"
"0,538","0,019948975","0,018528224","0,018565923"
"0,539","0,019948975","0,018523353","0,018561052"
"0,54","0,019948975","0,018518483","0,018556182"
"0,541","0,019948975","0,018518483","0,018556182"
"0,542","0,019948975","0,018513613","0,018551312"
"0,543","0,019948975","0,018508742","0,018546441"
"0,544","0,019948975","0,018503872","0,018541571"
"0,545","0,019948975","0,018499001","0,018536701"
"0,546","0,019948975","0,018499001","0,018536701"
"0,547","0,019948975","0,018494131","0,01853183"
"0,548","0,019948975","0,018489261","0,01852696"
"0,549","0,019948975","0,01848439","0,018522089"
"0,55","0,019948975","0,01847952","0,018517219"
"0,551","0,019948975","0,01847952","0,018517219"
"0,552","0,019948975","0,018474649","0,018512349"
"0,553","0,019948975","0,018469779","0,018507478"
"0,554","0,019948975","0,018464909","0,018502608"
"0,555","0,019948975","0,018460038","0,018497737"
"0,556","0,019948975","0,018455168","0,018492867"
"0,557","0,019948975","0,018455168","0,018492867"
"0,558","0,019948975","0,018450298","0,018487997"
"0,559","0,019948975","0,018445427","0,018483126"
"0,56","0,019948975","0,018445427","0,018483126"
"0,561","0,019948975","0,018440557","0,018478256"
"0,562","0,019948975","0,018440557","0,018478256"
"0,563","0,019948975","0,018435686","0,018473385"
"0,564","0,019948975","0,018430816","0,018468515"
"0,565","0,019948975","0,018430816","0,018468515"
"0,566","0,019948975","0,018425946","0,018463645"
"0,567","0,019948975","0,018425946","0,018463645"
"0,568","0,019948975","0,018421075","0,018458774"
"0,569","0,019948975","0,018421075","0,018458774"
"0,57","0,019948975","0,018416205","0,018453904"
"0,571","0,019948975","0,018416205","0,018453904"
"0,572","0,019948975","0,018416205","0,018453904"
"0,573","0,019948975","0,018411334","0,018449034"
"0,574","0,019948975","0,018411334","0,018449034"
"0,575","0,019948975","0,018406464","0,018444163"
"0,576","0,019948975","0,018406464","0,018444163"
"0,577","0,019948975","0,018401594","0,018439293"
"0,578","0,019948975","0,018401594","0,018439293"
"0,579","0,019948975","0,018396723","0,018434422"
"0,58","0,019948975","0,018396723","0,018434422"
"0,581","0,019948975","0,018391853","0,018429552"
