t,Zr,X1,X2
"1,101","5,71E-05","0,001463149","0,008060494"
"1,102","5,71E-05","0,001421026","0,007924123"
"1,103","5,71E-05","0,001378903","0,007787752"
"1,104","5,71E-05","0,001341334","0,007646511"
"1,105","5,71E-05","0,001298895","0,007500399"
"1,106","5,71E-05","0,001265881","0,007354287"
"1,107","5,71E-05","0,00123255","0,007198435"
"1,108","5,71E-05","0,001189795","0,007042582"
"1,109","5,71E-05","0,00116589","0,00688673"
"1,11","5,71E-05","0,001132559","0,006730878"
"1,111","5,71E-05","0,001108654","0,006575025"
"1,112","5,71E-05","0,001089303","0,006414302"
"1,113","5,71E-05","0,001060527","0,006253579"
"1,114","5,71E-05","0,001046046","0,006097727"
"1,115","5,71E-05","0,001021824","0,005932134"
"1,116","5,71E-05","0,001011898","0,005771411"
"1,117","5,71E-05","0,000997101","0,005605818"
"1,118","5,71E-05","0,000977434","0,005435354"
"1,119","5,71E-05","0,000962321","0,00526002"
"1,12","5,71E-05","0,000952079","0,005089557"
"1,121","5,71E-05","0,000941837","0,004919093"
"1,122","5,71E-05","0,000945889","0,0047535"
"1,123","5,71E-05","0,000949942","0,004587906"
"1,124","5,71E-05","0,00094457","0,004422313"
"1,125","5,71E-05","0,000943753","0,00425185"
"1,126","5,71E-05","0,000938065","0,004076516"
"1,127","5,71E-05","0,000932377","0,003901182"
"1,128","5,71E-05","0,000936113","0,003725848"
"1,129","5,71E-05","0,000930425","0,003550514"
"1,13","5,71E-05","0,000939032","0,00338005"
"1,131","5,71E-05","0,00095251","0,003214457"
"1,132","5,71E-05","0,000956247","0,003039123"
"1,133","5,71E-05","0,000959984","0,002863789"
"1,134","5,71E-05","0,00095885","0,002683584"
"1,135","5,71E-05","0,000957716","0,00250338"
"1,136","5,71E-05","0,000942288","0,002318305"
"1,137","5,71E-05","0,000946024","0,002142971"
"1,138","5,71E-05","0,000940336","0,001967637"
"1,139","5,71E-05","0,000948944","0,001797174"
"1,14","5,71E-05","0,00095268","0,00162184"
"1,141","5,71E-05","0,000961287","0,001451376"
"1,142","5,71E-05","0,000955599","0,001276042"
"1,143","5,71E-05","0,000945041","0,001095838"
"1,144","5,71E-05","0,000934483","0,000915633"
"1,145","5,71E-05","0,000923924","0,000735429"
"1,146","5,71E-05","0,000913366","0,000555224"
"1,147","5,71E-05","0,000893383","0,00037502"
"1,148","5,71E-05","0,00087827","0,000199686"
"1,149","5,71E-05","0,000868028","2,92E-05"
"1,15","5,71E-05","0,000857785","-0,000141241"
"1,151","5,71E-05","0,000838118","-0,000311705"
"1,152","5,71E-05","0,000827876","-0,000482169"
"1,153","5,71E-05","0,000793913","-0,000657503"
"1,154","5,71E-05","0,000764505","-0,000837707"
"1,155","5,71E-05","0,000725673","-0,001017911"
"1,156","5,71E-05","0,00068684","-0,001198116"
"1,157","5,71E-05","0,000638582","-0,00137832"
"1,158","5,71E-05","0,000600066","-0,001548784"
"1,159","5,71E-05","0,000561549","-0,001719247"
"1,16","5,71E-05","0,000523348","-0,00187997"
"1,161","5,71E-05","0,000485148","-0,002040693"
"1,162","5,71E-05","0,000446947","-0,002201416"
"1,163","5,71E-05","0,000399321","-0,002362139"
"1,164","5,71E-05","0,000351696","-0,002522862"
"1,165","5,71E-05","0,000294329","-0,002693325"
"1,166","5,71E-05","0,000227538","-0,002863789"
"1,167","5,71E-05","0,000156193","-0,003029382"
"1,168","5,71E-05","8,97E-05","-0,003190105"
"1,169","5,71E-05","2,81E-05","-0,003345957"
"1,17","5,71E-05","-2,38E-05","-0,003492069"
"1,171","5,71E-05","-8,50E-05","-0,003638181"
"1,172","5,71E-05","-0,000146328","-0,003784292"
"1,173","5,71E-05","-0,000217041","-0,003930404"
"1,174","5,71E-05","-0,000292625","-0,004081386"
"1,175","5,71E-05","-0,000368209","-0,004232368"
"1,176","5,71E-05","-0,000448347","-0,00437848"
"1,177","5,71E-05","-0,000528486","-0,004524591"
"1,178","5,71E-05","-0,000618049","-0,004670703"
"1,179","5,71E-05","-0,000688446","-0,004807074"
"1,18","5,71E-05","-0,000768268","-0,004943445"
"1,181","5,71E-05","-0,00084322","-0,005074945"
"1,182","5,71E-05","-0,000922726","-0,005201575"
"1,183","5,71E-05","-0,001007103","-0,005333076"
"1,184","5,71E-05","-0,001091479","-0,005464576"
"1,185","5,71E-05","-0,001185281","-0,005596077"
"1,186","5,71E-05","-0,001264787","-0,005722707"
"1,187","5,71E-05","-0,001353718","-0,005849337"
"1,188","5,71E-05","-0,001447203","-0,005971097"
"1,189","5,71E-05","-0,001526394","-0,006087986"
"1,19","5,71E-05","-0,001615009","-0,006204876"
"1,191","5,71E-05","-0,001689329","-0,006316895"
"1,192","5,71E-05","-0,001777944","-0,006433784"
"1,193","5,71E-05","-0,001871113","-0,006545803"
"1,194","5,71E-05","-0,001959728","-0,006662692"
"1,195","5,71E-05","-0,002052897","-0,006774711"
"1,196","5,71E-05","-0,002146067","-0,00688673"
"1,197","5,71E-05","-0,002220071","-0,006989008"
"1,198","5,71E-05","-0,00230837","-0,007096157"
"1,199","5,71E-05","-0,002386928","-0,007193565"
"1,2","5,71E-05","-0,002460616","-0,007286102"
"1,201","5,71E-05","-0,002534303","-0,007378639"
"1,202","5,71E-05","-0,002607991","-0,007471177"
"1,203","5,71E-05","-0,002681679","-0,007563714"
"1,204","5,71E-05","-0,002764792","-0,007656252"
"1,205","5,71E-05","-0,00283848","-0,007748789"
"1,206","5,71E-05","-0,002907297","-0,007836456"
"1,207","5,71E-05","-0,002980669","-0,007919253"
"1,208","5,71E-05","-0,003039746","-0,007997179"
"1,209","5,71E-05","-0,003098822","-0,008075105"
"1,21","5,71E-05","-0,003153028","-0,008148161"
"1,211","5,71E-05","-0,003202364","-0,008216346"
"1,212","5,71E-05","-0,003265995","-0,008289402"
"1,213","5,71E-05","-0,003315331","-0,008357588"
"1,214","5,71E-05","-0,003364667","-0,008425773"
"1,215","5,71E-05","-0,003409133","-0,008489088"
"1,216","5,49E-05","-0,003453598","-0,008552403"
"1,217","5,49E-05","-0,003493193","-0,008610848"
"1,218","5,49E-05","-0,003532788","-0,008669292"
"1,219","5,49E-05","-0,003558088","-0,008722867"
"1,22","5,49E-05","-0,003587943","-0,008771571"
"1,221","5,49E-05","-0,003608372","-0,008820274"
"1,222","5,49E-05","-0,003628486","-0,008859238"
"1,223","5,49E-05","-0,003644045","-0,008903071"
"1,224","5,49E-05","-0,003654734","-0,008942034"
"1,225","5,49E-05","-0,003665423","-0,008980997"
"1,226","5,49E-05","-0,003671241","-0,00901509"
"1,227","5,49E-05","-0,003672189","-0,009044312"
"1,228","5,49E-05","-0,003663712","-0,009073535"
"1,229","5,27E-05","-0,00366466","-0,009102757"
"1,23","5,27E-05","-0,003646443","-0,009122239"
"1,231","5,27E-05","-0,00363765","-0,00914172"
"1,232","5,27E-05","-0,003619432","-0,009161202"
"1,233","5,27E-05","-0,003610639","-0,009180683"
"1,234","5,27E-05","-0,003601847","-0,009200165"
"1,235","5,27E-05","-0,003588184","-0,009214776"
"1,236","5,27E-05","-0,00356965","-0,009224517"
"1,237","5,27E-05","-0,003551116","-0,009234258"
"1,238","5,27E-05","-0,003527712","-0,009239128"
"1,239","5,27E-05","-0,003504309","-0,009243998"
"1,24","5,27E-05","-0,003480905","-0,009248869"
"1,241","5,27E-05","-0,003462055","-0,009248869"
"1,242","5,27E-05","-0,00342891","-0,009243998"
"1,243","5,27E-05","-0,003395766","-0,009239128"
"1,244","5,27E-05","-0,003372046","-0,009234258"
"1,245","5,27E-05","-0,003338901","-0,009229387"
"1,246","5,27E-05","-0,003310311","-0,009219646"
"1,247","5,27E-05","-0,00328172","-0,009209906"
"1,248","5,27E-05","-0,00324826","-0,009195294"
"1,249","5,27E-05","-0,003209928","-0,009175813"
"1,25","5,27E-05","-0,003181022","-0,009156331"
"1,251","5,27E-05","-0,003137821","-0,009131979"
"1,252","5,27E-05","-0,003104044","-0,009107627"
"1,253","5,27E-05","-0,003060842","-0,009083275"
"1,254","5,27E-05","-0,003022195","-0,009054053"
"1,255","5,27E-05","-0,002988419","-0,009029701"
"1,256","5,27E-05","-0,002944901","-0,008995608"
"1,257","5,27E-05","-0,002910808","-0,008961516"
"1,258","5,27E-05","-0,002876716","-0,008927423"
"1,259","5,27E-05","-0,002832882","-0,00888359"
"1,26","5,27E-05","-0,002789049","-0,008839756"
"1,261","5,27E-05","-0,002745215","-0,008795923"
"1,262","5,05E-05","-0,002696511","-0,008747219"
"1,263","5,05E-05","-0,002652362","-0,008693644"
"1,264","5,05E-05","-0,002608212","-0,00864007"
"1,265","5,05E-05","-0,002564063","-0,008586496"
"1,266","5,05E-05","-0,002519913","-0,008532922"
"1,267","5,05E-05","-0,002470893","-0,008474477"
"1,268","5,05E-05","-0,002426428","-0,008411162"
"1,269","5,05E-05","-0,002372538","-0,008347847"
"1,27","5,05E-05","-0,002332626","-0,008279661"
"1,271","5,05E-05","-0,002283291","-0,008211476"
"1,272","5,05E-05","-0,002229084","-0,00813842"
"1,273","5,05E-05","-0,002184303","-0,008065364"
"1,274","5,05E-05","-0,002139521","-0,007992308"
"1,275","5,05E-05","-0,00209474","-0,007919253"
"1,276","5,05E-05","-0,002045088","-0,007841326"
"1,277","5,05E-05","-0,002004861","-0,0077634"
"1,278","5,05E-05","-0,001959763","-0,007680603"
"1,279","5,05E-05","-0,001914666","-0,007597807"
"1,28","5,05E-05","-0,001869568","-0,00751501"
"1,281","5,05E-05","-0,001833896","-0,007432214"
"1,282","5,05E-05","-0,001793352","-0,007344547"
"1,283","5,05E-05","-0,001738514","-0,007252009"
"1,284","5,05E-05","-0,001707396","-0,007164342"
"1,285","5,05E-05","-0,001661982","-0,007071805"
"1,286","5,05E-05","-0,001625994","-0,006979267"
"1,287","5,05E-05","-0,001590005","-0,00688673"
"1,288","5,05E-05","-0,001554016","-0,006794193"
"1,289","5,05E-05","-0,001513157","-0,006696785"
"1,29","5,05E-05","-0,001481723","-0,006599377"
"1,291","5,05E-05","-0,001445418","-0,006497099"
"1,292","4,83E-05","-0,001409113","-0,006394821"
"1,293","4,83E-05","-0,001382233","-0,006292543"
"1,294","4,83E-05","-0,001350483","-0,006185394"
"1,295","4,83E-05","-0,001323603","-0,006083116"
"1,296","4,83E-05","-0,001282428","-0,005975967"
"1,297","4,83E-05","-0,001260102","-0,005868819"
"1,298","4,83E-05","-0,001228352","-0,00576167"
"1,299","4,83E-05","-0,001201156","-0,005649651"
"1,3","4,83E-05","-0,00117883","-0,005542503"
"1,301","4,83E-05","-0,001146764","-0,005425613"
"1,302","4,83E-05","-0,001124123","-0,005308724"
"1,303","4,83E-05","-0,001096611","-0,005186964"
"1,304","4,83E-05","-0,001059674","-0,005065205"
"1,305","4,83E-05","-0,001032162","-0,004943445"
"1,306","4,83E-05","-0,001014075","-0,004821685"
"1,307","4,83E-05","-0,000986563","-0,004699925"
"1,308","4,83E-05","-0,000959051","-0,004578166"
"1,309","4,83E-05","-0,000940964","-0,004456406"
"1,31","4,83E-05","-0,000918006","-0,004329776"
"1,311","4,83E-05","-0,000890178","-0,004198275"
"1,312","4,83E-05","-0,00086235","-0,004066775"
"1,313","4,83E-05","-0,000834522","-0,003935274"
"1,314","4,83E-05","-0,000816119","-0,003803774"
"1,315","4,83E-05","-0,000783421","-0,003667403"
"1,316","4,83E-05","-0,000765018","-0,003535902"
"1,317","4,83E-05","-0,000741744","-0,003399532"
"1,318","4,83E-05","-0,000723341","-0,003268031"
"1,319","4,83E-05","-0,000704938","-0,003136531"
"1,32","4,83E-05","-0,000681664","-0,00300016"
"1,321","4,83E-05","-0,000658391","-0,002863789"
"1,322","4,83E-05","-0,000635117","-0,002727418"
"1,323","4,83E-05","-0,000616398","-0,002586177"
"1,324","4,83E-05","-0,000593124","-0,002449806"
"1,325","4,83E-05","-0,000574405","-0,002308564"
"1,326","4,83E-05","-0,000551132","-0,002172193"
"1,327","4,83E-05","-0,000537283","-0,002035823"
"1,328","4,83E-05","-0,000514009","-0,001899452"
"1,329","4,83E-05","-0,000500161","-0,001763081"
"1,33","4,83E-05","-0,000486312","-0,00162671"
"1,331","4,83E-05","-0,000463038","-0,001490339"
"1,332","4,83E-05","-0,000444319","-0,001349098"
"1,333","4,83E-05","-0,000421046","-0,001212727"
"1,334","4,83E-05","-0,000397772","-0,001076356"
"1,335","4,83E-05","-0,000388794","-0,000944855"
"1,336","4,83E-05","-0,00036552","-0,000808485"
"1,337","4,83E-05","-0,000347117","-0,000676984"
"1,338","4,83E-05","-0,000333268","-0,000540613"
"1,339","4,83E-05","-0,000305124","-0,000399372"
"1,34","4,83E-05","-0,00027698","-0,000258131"
"1,341","4,83E-05","-0,000253707","-0,00012176"
"1,342","4,83E-05","-0,000221008","1,46E-05"
"1,343","4,83E-05","-0,000202605","0,000146112"
"1,344","4,83E-05","-0,000184202","0,000277612"
"1,345","4,83E-05","-0,000156374","0,000409113"
"1,346","4,83E-05","-0,000128546","0,000540613"
"1,347","4,83E-05","-9,58E-05","0,000676984"
"1,348","4,83E-05","-6,80E-05","0,000808485"
"1,349","4,83E-05","-3,53E-05","0,000944855"
"1,35","4,83E-05","-2,62E-06","0,001081226"
"1,351","4,83E-05","2,52E-05","0,001212727"
"1,352","4,83E-05","6,25E-05","0,001344227"
"1,353","4,83E-05","0,000104581","0,001480598"
"1,354","4,83E-05","0,000136963","0,001607228"
"1,355","4,83E-05","0,000169345","0,001733858"
"1,356","4,83E-05","0,000201728","0,001860489"
"1,357","4,83E-05","0,00023411","0,001987119"
"1,358","4,83E-05","0,000275917","0,002113749"
"1,359","4,83E-05","0,000322595","0,002245249"
"1,36","4,83E-05","0,000369272","0,00237675"
"1,361","4,83E-05","0,00041595","0,00250825"
"1,362","4,83E-05","0,000457757","0,00263488"
"1,363","4,83E-05","0,000504118","0,00275664"
"1,364","5,05E-05","0,000545609","0,00287353"
"1,365","5,05E-05","0,0005871","0,002990419"
"1,366","5,05E-05","0,000628592","0,003107308"
"1,367","5,05E-05","0,000684378","0,003229068"
"1,368","4,83E-05","0,000725869","0,003345957"
"1,369","4,83E-05","0,000781655","0,003467717"
"1,37","5,05E-05","0,000837442","0,003589477"
"1,371","5,05E-05","0,000888357","0,003706366"
"1,372","5,05E-05","0,000934403","0,003818385"
"1,373","5,05E-05","0,000975578","0,003925534"
"1,374","4,83E-05","0,001026178","0,004032682"
"1,375","5,05E-05","0,001071907","0,00413496"
"1,376","5,05E-05","0,001122507","0,004242109"
"1,377","5,05E-05","0,001168237","0,004344387"
"1,378","5,05E-05","0,001228261","0,004451536"
"1,379","5,05E-05","0,001278861","0,004558684"
"1,38","5,05E-05","0,001334016","0,004660962"
"1,381","5,05E-05","0,0013843","0,00475837"
"1,382","5,05E-05","0,001429713","0,004850907"
"1,383","5,05E-05","0,001475127","0,004943445"
"1,384","5,05E-05","0,00152054","0,005035982"
"1,385","5,05E-05","0,001575378","0,00512852"
"1,386","5,05E-05","0,001625346","0,005216187"
"1,387","5,05E-05","0,001670444","0,005298983"
"1,388","5,05E-05","0,001720412","0,00538665"
"1,389","5,05E-05","0,001765509","0,005469447"
"1,39","5,05E-05","0,001820031","0,005552243"
"1,391","5,05E-05","0,001865129","0,00563504"
"1,392","5,05E-05","0,001910226","0,005717837"
"1,393","5,05E-05","0,001959878","0,005795763"
"1,394","5,05E-05","0,00200953","0,005873689"
"1,395","5,05E-05","0,002054312","0,005946745"
"1,396","5,05E-05","0,002099093","0,006019801"
"1,397","5,05E-05","0,002143875","0,006092857"
"1,398","5,05E-05","0,002198081","0,006165912"
"1,399","5,05E-05","0,002237992","0,006234098"
"1,4","5,05E-05","0,002277903","0,006302283"
"1,401","5,05E-05","0,002322369","0,006365598"
"1,402","5,05E-05","0,002361964","0,006424043"
"1,403","5,05E-05","0,002397005","0,006487358"
"1,404","5,05E-05","0,0024366","0,006545803"
"1,405","5,05E-05","0,002476195","0,006604247"
"1,406","5,05E-05","0,002506365","0,006662692"
"1,407","5,05E-05","0,00254109","0,006716266"
"1,408","5,05E-05","0,002575815","0,006769841"
"1,409","5,05E-05","0,002615094","0,006818545"
"1,41","5,05E-05","0,002644948","0,006867248"
"1,411","5,05E-05","0,002674802","0,006915952"
"1,412","5,05E-05","0,002704657","0,006964656"
"1,413","5,05E-05","0,002729641","0,00700849"
"1,414","5,05E-05","0,002749754","0,007047453"
"1,415","5,05E-05","0,002769868","0,007086416"
"1,416","5,05E-05","0,002789981","0,007125379"
"1,417","5,05E-05","0,00281952","0,007164342"
"1,418","5,05E-05","0,002834763","0,007198435"
"1,419","5,05E-05","0,002850006","0,007232528"
"1,42","5,05E-05","0,002869803","0,00726175"
"1,421","5,05E-05","0,002880176","0,007290972"
"1,422","5,05E-05","0,002880808","0,007310454"
"1,423","5,05E-05","0,00288144","0,007329935"
"1,424","5,05E-05","0,002891497","0,007349417"
"1,425","5,05E-05","0,002892129","0,007368899"
"1,426","5,05E-05","0,002902186","0,00738838"
"1,427","5,05E-05","0,002897947","0,007402991"
"1,428","5,05E-05","0,002903134","0,007417602"
"1,429","5,05E-05","0,002894025","0,007427343"
"1,43","5,05E-05","0,002894341","0,007437084"
"1,431","5,05E-05","0,002889787","0,007441954"
"1,432","5,05E-05","0,002870937","0,007441954"
"1,433","5,27E-05","0,002861512","0,007441954"
"1,434","5,27E-05","0,002852088","0,007441954"
"1,435","5,27E-05","0,002842663","0,007441954"
"1,436","5,27E-05","0,002828368","0,007437084"
"1,437","5,27E-05","0,002818943","0,007437084"
"1,438","5,27E-05","0,002804648","0,007432214"
"1,439","5,27E-05","0,002799777","0,007427343"
"1,44","5,27E-05","0,002780612","0,007417602"
"1,441","5,27E-05","0,002766001","0,007402991"
"1,442","5,27E-05","0,002741965","0,00738838"
"1,443","5,27E-05","0,002727353","0,007373769"
"1,444","5,27E-05","0,002707872","0,007354287"
"1,445","5,27E-05","0,00268839","0,007334806"
"1,446","5,27E-05","0,002668909","0,007315324"
"1,447","5,27E-05","0,002649427","0,007295843"
"1,448","5,27E-05","0,002625075","0,007271491"
"1,449","5,27E-05","0,002600723","0,007247139"
"1,45","5,27E-05","0,002585796","0,007222787"
"1,451","5,27E-05","0,002556574","0,007193565"
"1,452","5,27E-05","0,002527351","0,007164342"
"1,453","5,27E-05","0,002502684","0,007130249"
"1,454","5,27E-05","0,002478016","0,007096157"
"1,455","5,27E-05","0,002439052","0,007057194"
"1,456","5,27E-05","0,002414385","0,007023101"
"1,457","5,27E-05","0,002384846","0,006984138"
"1,458","5,27E-05","0,002345883","0,006945175"
"1,459","5,27E-05","0,002311474","0,006901341"
"1,46","5,27E-05","0,002277066","0,006857508"
"1,461","5,27E-05","0,002242657","0,006813674"
"1,462","5,27E-05","0,002203378","0,00676497"
"1,463","5,27E-05","0,002164099","0,006716266"
"1,464","5,27E-05","0,002134244","0,006667563"
"1,465","5,27E-05","0,002094965","0,006618859"
"1,466","5,27E-05","0,002060241","0,006565284"
"1,467","5,27E-05","0,002025516","0,00651171"
"1,468","5,27E-05","0,001971626","0,006448395"
"1,469","5,27E-05","0,00193203","0,00638995"
"1,47","5,27E-05","0,001887565","0,006326635"
"1,471","5,27E-05","0,00184797","0,006268191"
"1,472","5,27E-05","0,001817799","0,006209746"
"1,473","5,27E-05","0,001778204","0,006151301"
"1,474","5,27E-05","0,001743164","0,006087986"
"1,475","5,27E-05","0,001708123","0,006024671"
"1,476","5,27E-05","0,001668212","0,005956486"
"1,477","5,27E-05","0,00162343","0,00588343"
"1,478","5,27E-05","0,001588074","0,005810374"
"1,479","5,27E-05","0,001543292","0,005737318"
"1,48","5,27E-05","0,001507935","0,005664262"
"1,481","5,27E-05","0,001472579","0,005591207"
"1,482","5,27E-05","0,001437222","0,005518151"
"1,483","5,27E-05","0,001401865","0,005445095"
"1,484","5,27E-05","0,001375933","0,005372039"
"1,485","5,27E-05","0,001335706","0,005294113"
"1,486","5,27E-05","0,001304904","0,005216187"
"1,487","5,27E-05","0,001269231","0,00513339"
"1,488","5,27E-05","0,001233558","0,005050593"
"1,489","5,27E-05","0,00120244","0,004962926"
"1,49","5,27E-05","0,001166767","0,00488013"
"1,491","5,27E-05","0,001140519","0,004797333"
"1,492","5,27E-05","0,001119142","0,004719407"
"1,493","5,27E-05","0,001102319","0,00463661"
"1,494","5,27E-05","0,001076071","0,004553814"
"1,495","5,27E-05","0,001044952","0,004466147"
"1,496","5,27E-05","0,001018388","0,004373609"
"1,497","5,27E-05","0,000991824","0,004281072"
"1,498","5,27E-05","0,00096526","0,004188535"
"1,499","5,27E-05","0,000948121","0,004095997"
"1,5","5,27E-05","0,000921557","0,00400346"
"1,501","5,27E-05","0,000904418","0,003910922"
"1,502","5,27E-05","0,000892149","0,003823255"
"1,503","5,27E-05","0,00087014","0,003725848"
"1,504","5,27E-05","0,000853001","0,00363331"
"1,505","5,27E-05","0,000826121","0,003531032"
"1,506","5,27E-05","0,000804111","0,003433624"
"1,507","5,27E-05","0,000791526","0,003336216"
"1,508","5,27E-05","0,000774071","0,003233938"
"1,509","5,27E-05","0,000761486","0,003136531"
"1,51","5,27E-05","0,000748902","0,003039123"
"1,511","5,27E-05","0,000731447","0,002936845"
"1,512","5,27E-05","0,000718862","0,002839437"
"1,513","5,27E-05","0,000701407","0,002737159"
"1,514","5,27E-05","0,000683951","0,00263488"
"1,515","5,27E-05","0,000675921","0,002532602"
"1,516","5,27E-05","0,000653595","0,002425454"
"1,517","5,27E-05","0,000640695","0,002318305"
"1,518","5,27E-05","0,000632664","0,002216027"
"1,519","5,27E-05","0,000610339","0,002108878"
"1,52","5,27E-05","0,000602308","0,0020066"
"1,521","5,27E-05","0,000594278","0,001904322"
"1,522","5,27E-05","0,000586248","0,001802044"
"1,523","5,27E-05","0,000568792","0,001699766"
"1,524","5,27E-05","0,000555892","0,001592617"
"1,525","5,27E-05","0,00053812","0,001480598"
"1,526","5,27E-05","0,00052522","0,00137345"
"1,527","5,27E-05","0,000517189","0,001271172"
"1,528","5,27E-05","0,000509159","0,001168893"
"1,529","5,27E-05","0,000501129","0,001066615"
"1,53","5,27E-05","0,000497969","0,000969207"
"1,531","5,27E-05","0,000489938","0,000866929"
"1,532","5,27E-05","0,000477037","0,000759781"
"1,533","5,27E-05","0,000469007","0,000657503"
"1,534","5,27E-05","0,000451236","0,000545484"
"1,535","5,27E-05","0,00042891","0,000438335"
"1,536","5,27E-05","0,00042088","0,000336057"
"1,537","5,27E-05","0,000412849","0,000233779"
"1,538","5,27E-05","0,000400265","0,000136371"
"1,539","5,27E-05","0,000397105","3,90E-05"
"1,54","5,27E-05","0,00038452","-5,84E-05"
"1,541","5,27E-05","0,000371935","-0,000155852"
"1,542","5,27E-05","0,00035448","-0,000258131"
"1,543","5,27E-05","0,000337025","-0,000360409"
"1,544","5,27E-05","0,00031957","-0,000462687"
"1,545","5,27E-05","0,000302114","-0,000564965"
"1,546","5,27E-05","0,000280105","-0,000662373"
"1,547","5,27E-05","0,000272391","-0,00075491"
"1,548","5,27E-05","0,000255251","-0,000847448"
"1,549","5,27E-05","0,000238112","-0,000939985"
"1,55","5,27E-05","0,000220973","-0,001032522"
"1,551","5,27E-05","0,000194409","-0,00112506"
"1,552","5,27E-05","0,000162975","-0,001222468"
"1,553","5,27E-05","0,000145836","-0,001315005"
"1,554","5,27E-05","0,000114401","-0,001412413"
"1,555","5,27E-05","7,35E-05","-0,001509821"
"1,556","5,27E-05","5,18E-05","-0,001597488"
"1,557","5,27E-05","3,02E-05","-0,001685155"
"1,558","5,27E-05","-9,63E-07","-0,001772822"
"1,559","5,27E-05","-2,72E-05","-0,001855618"
"1,56","5,27E-05","-6,78E-05","-0,001943285"
"1,561","5,27E-05","-0,000103743","-0,002035823"
"1,562","5,27E-05","-0,000144286","-0,00212349"
"1,563","5,27E-05","-0,000179959","-0,002206286"
"1,564","5,27E-05","-0,000215632","-0,002289083"
"1,565","5,27E-05","-0,000251304","-0,002371879"
"1,566","5,27E-05","-0,000286661","-0,002444935"
"1,567","5,27E-05","-0,000317463","-0,002522862"
"1,568","5,27E-05","-0,000357691","-0,002600788"
"1,569","5,27E-05","-0,000393047","-0,002673844"
"1,57","5,27E-05","-0,000442699","-0,00275177"
"1,571","5,27E-05","-0,000473186","-0,002819955"
"1,572","5,27E-05","-0,000517967","-0,002893011"
"1,573","5,27E-05","-0,000557878","-0,002961197"
"1,574","5,27E-05","-0,000597789","-0,003029382"
"1,575","5,27E-05","-0,000647125","-0,003097567"
"1,576","5,27E-05","-0,000687036","-0,003165753"
"1,577","5,27E-05","-0,000722077","-0,003229068"
"1,578","5,27E-05","-0,000761672","-0,003287513"
"1,579","5,27E-05","-0,000801267","-0,003345957"
"1,58","5,27E-05","-0,000840862","-0,003404402"
"1,581","5,27E-05","-0,000889882","-0,003462847"
"1,582","5,27E-05","-0,000924607","-0,003516421"
"1,583","5,27E-05","-0,000968756","-0,003569995"
"1,584","5,27E-05","-0,001008036","-0,003618699"
"1,585","5,27E-05","-0,001047315","-0,003667403"
"1,586","5,27E-05","-0,001086594","-0,003716107"
"1,587","5,27E-05","-0,001121002","-0,00375994"
"1,588","5,27E-05","-0,001155411","-0,003803774"
"1,589","5,27E-05","-0,001194374","-0,003842737"
"1,59","5,27E-05","-0,001223913","-0,0038817"
"1,591","5,27E-05","-0,001262876","-0,003920663"
"1,592","5,27E-05","-0,001292414","-0,003959626"
"1,593","5,27E-05","-0,001326507","-0,003993719"
"1,594","5,27E-05","-0,001355729","-0,004022941"
"1,595","5,27E-05","-0,001389822","-0,004057034"
"1,596","5,27E-05","-0,001419044","-0,004086256"
"1,597","5,27E-05","-0,001443396","-0,004110608"
"1,598","5,27E-05","-0,001463194","-0,004139831"
"1,599","5,27E-05","-0,001487546","-0,004164183"
"1,6","5,27E-05","-0,001511898","-0,004188535"
"1,601","5,27E-05","-0,00153625","-0,004212886"
"1,602","5,27E-05","-0,001555731","-0,004232368"
"1,603","5,27E-05","-0,001575213","-0,00425185"
"1,604","5,27E-05","-0,001594694","-0,004271331"
"1,605","5,27E-05","-0,001609305","-0,004285942"
"1,606","5,27E-05","-0,001623917","-0,004300553"
"1,607","5,27E-05","-0,001633657","-0,004310294"
"1,608","5,27E-05","-0,001633973","-0,004320035"
"1,609","5,27E-05","-0,001638844","-0,004324905"
"1,61","5,27E-05","-0,001648584","-0,004334646"
"1,611","5,27E-05","-0,00164403","-0,004339517"
"1,612","5,27E-05","-0,0016489","-0,004344387"
"1,613","5,27E-05","-0,001644346","-0,004349257"
"1,614","5,27E-05","-0,001644346","-0,004349257"
"1,615","5,27E-05","-0,001644346","-0,004349257"
"1,616","5,27E-05","-0,001639476","-0,004344387"
"1,617","5,27E-05","-0,001625181","-0,004339517"
"1,618","5,27E-05","-0,00162031","-0,004334646"
"1,619","5,27E-05","-0,00161544","-0,004329776"
"1,62","5,27E-05","-0,001610569","-0,004324905"
"1,621","5,27E-05","-0,001605699","-0,004320035"
"1,622","5,27E-05","-0,001591404","-0,004315165"
"1,623","5,27E-05","-0,001581663","-0,004305424"
"1,624","5,27E-05","-0,001571922","-0,004295683"
"1,625","5,27E-05","-0,001562181","-0,004285942"
"1,626","5,27E-05","-0,001552441","-0,004276202"
"1,627","5,27E-05","-0,00153783","-0,00426159"
"1,628","5,27E-05","-0,001518348","-0,004242109"
"1,629","5,27E-05","-0,001503737","-0,004227498"
"1,63","5,27E-05","-0,001489126","-0,004212886"
"1,631","5,27E-05","-0,001469644","-0,004193405"
"1,632","5,27E-05","-0,001455033","-0,004178794"
"1,633","5,27E-05","-0,001435551","-0,004159312"
"1,634","5,27E-05","-0,00142094","-0,004144701"
"1,635","5,27E-05","-0,001396588","-0,004120349"
"1,636","5,27E-05","-0,001377107","-0,004100868"
